'Frame','Jitter'
'5696','0.105312'
'5697','0.161565'
'5698','0.128144'
'5699','0.128035'
'5700','0.128946'
'5701','0.128331'
'5702','0.12794'
'5703','0.160616'
'5704','0.104953'
'5705','0.12805'
'5706','0.128146'
'5707','0.159372'
'5708','0.128059'
'5709','0.128526'
'5710','0.127776'
'5711','0.12785'
'5712','0.133053'
'5713','0.128143'
'5714','0.160558'
'5715','0.128128'
'5716','0.129128'
'5717','0.128221'
'5718','0.128107'
'5719','0.12803'
'5720','0.132905'
'5721','0.160719'
'5722','0.128755'
'5723','0.129266'
'5724','0.129033'
'5725','0.128037'
'5726','0.128079'
'5727','0.129195'
'5728','0.168396'
'5729','0.1'
'5730','0.157218'
'5731','0.128204'
'5732','0.128065'
'5733','0.129111'
'5734','0.127953'
'5735','0.128003'
'5736','0.164344'
'5737','0.10164'
'5738','0.160609'
'5739','0.129207'
'5740','0.128265'
'5741','0.129776'
'5742','0.128047'
'5743','0.128223'
'5744','0.127891'
'5745','0.137054'
'5746','0.127831'
'5747','0.160998'
'5748','0.127437'
'5749','0.129333'
'5750','0.127967'
'5751','0.12823'
'5752','0.127974'
'5753','0.133216'
'5754','0.160651'
'5755','0.128928'
'5756','0.1281'
'5757','0.128097'
'5758','0.128106'
'5759','0.128006'
'5760','0.128592'
'5761','0.164143'
'5762','0.128815'
'5763','0.129339'
'5764','0.128877'
'5765','0.12812'
'5766','0.128009'
'5767','0.128253'
'5768','0.16747'
'5769','0.1'
'5770','0.156064'
'5771','0.129012'
'5772','0.129229'
'5773','0.128125'
'5774','0.127929'
'5775','0.129088'
'5776','0.163474'
'5777','0.11521'
'5778','0.128091'
'5779','0.12815'
'5780','0.137573'
'5781','0.161533'
'5782','0.128069'
'5783','0.128285'
'5784','0.128804'
'5785','0.128108'
'5786','0.127972'
'5787','0.165558'
'5788','0.127905'
'5789','0.128184'
'5790','0.129289'
'5791','0.128986'
'5792','0.128005'
'5793','0.128201'
'5794','0.127942'
'5795','0.132583'
'5796','0.160835'
'5797','0.129247'
'5798','0.127981'
'5799','0.1293'
'5800','0.128042'
'5801','0.127838'
'5802','0.160487'
'5803','0.105793'
'5804','0.160475'
'5805','0.129234'
'5806','0.129069'
'5807','0.127894'
'5808','0.127993'
'5809','0.128183'
'5810','0.12886'
'5811','0.136099'
'5812','0.128578'
'5813','0.161237'
'5814','0.128807'
'5815','0.129287'
'5816','0.127885'
'5817','0.128168'
'5818','0.127906'
'5819','0.132306'
'5820','0.160541'
'5821','0.129041'
'5822','0.128093'
'5823','0.129268'
'5824','0.127876'
'5825','0.12799'
'5826','0.128095'
'5827','0.164625'
'5828','0.127806'
'5829','0.129558'
'5830','0.128691'
'5831','0.129215'
'5832','0.128005'
'5833','0.128141'
'5834','0.168341'
'5835','0.100001'
'5836','0.157281'
'5837','0.129036'
'5838','0.129221'
'5839','0.127853'
'5840','0.128003'
'5841','0.128064'
'5842','0.128247'
'5843','0.136848'
'5844','0.160807'
'5845','0.12895'
'5846','0.128846'
'5847','0.129287'
'5848','0.129088'
'5849','0.128141'
'5850','0.128084'
'5851','0.135312'
'5852','0.127817'
'5853','0.128096'
'5854','0.159559'
'5855','0.129337'
'5856','0.12915'
'5857','0.128937'
'5858','0.129042'
'5859','0.132347'
'5860','0.127945'
'5861','0.127999'
'5862','0.160483'
'5863','0.128174'
'5864','0.128927'
'5865','0.128375'
'5866','0.127998'
'5867','0.131954'
'5868','0.127899'
'5869','0.15977'
'5870','0.128062'
'5871','0.128157'
'5872','0.127979'
'5873','0.128129'
'5874','0.128051'
'5875','0.136979'
'5876','0.127995'
'5877','0.160609'
'5878','0.129051'
'5879','0.129165'
'5880','0.128982'
'5881','0.128162'
'5882','0.127878'
'5883','0.137228'
'5884','0.127673'
'5885','0.15952'
'5886','0.129393'
'5887','0.129191'
'5888','0.127951'
'5889','0.129338'
'5890','0.127777'
'5891','0.131987'
'5892','0.12812'
'5893','0.16063'
'5894','0.129011'
'5895','0.129179'
'5896','0.128063'
'5897','0.128129'
'5898','0.127875'
'5899','0.132155'
'5900','0.160181'
'5901','0.129357'
'5902','0.129137'
'5903','0.129196'
'5904','0.129032'
'5905','0.128054'
'5906','0.128072'
'5907','0.13699'
'5908','0.127707'
'5909','0.159646'
'5910','0.128249'
'5911','0.129212'
'5912','0.12783'
'5913','0.128366'
'5914','0.127867'
'5915','0.150695'
'5916','0.129001'
'5917','0.137621'
'5918','0.128105'
'5919','0.128023'
'5920','0.160402'
'5921','0.129345'
'5922','0.128154'
'5923','0.137785'
'5924','0.127982'
'5925','0.129166'
'5926','0.128087'
'5927','0.128179'
'5928','0.160569'
'5929','0.128968'
'5930','0.129073'
'5931','0.132971'
'5932','0.129139'
'5933','0.128162'
'5934','0.128135'
'5935','0.128073'
'5936','0.160336'
'5937','0.129002'
'5938','0.129325'
'5939','0.131941'
'5940','0.12784'
'5941','0.128546'
'5942','0.127717'
'5943','0.159733'
'5944','0.127746'
'5945','0.128303'
'5946','0.128168'
'5947','0.136917'
'5948','0.129046'
'5949','0.128377'
'5950','0.127897'
'5951','0.160355'
'5952','0.128972'
'5953','0.129261'
'5954','0.128923'
'5955','0.137969'
'5956','0.129244'
'5957','0.128908'
'5958','0.128243'
'5959','0.128673'
'5960','0.159855'
'5961','0.129113'
'5962','0.128228'
'5963','0.133007'
'5964','0.129027'
'5965','0.128849'
'5966','0.127357'
'5967','0.128952'
'5968','0.160495'
'5969','0.128937'
'5970','0.129448'
'5971','0.132867'
'5972','0.128971'
'5973','0.128337'
'5974','0.127986'
'5975','0.129122'
'5976','0.159169'
'5977','0.128489'
'5978','0.128049'
'5979','0.136112'
'5980','0.128676'
'5981','0.12836'
'5982','0.127696'
'5983','0.128224'
'5984','0.160518'
'5985','0.129209'
'5986','0.128132'
'5987','0.135471'
'5988','0.128754'
'5989','0.128291'
'5990','0.129088'
'5991','0.127942'
'5992','0.128144'
'5993','0.128229'
'5994','0.160568'
'5995','0.132045'
'5996','0.128963'
'5997','0.128186'
'5998','0.128279'
'5999','0.127845'
